URL,Name,Submittor(s),Submittor parties,VVD,PVV,CDA,D66,GroenLinks,SP,PvdA,ChristenUnie,PvdD,50PLUS,DENK,SGP,FvD,Krol,Van Kooten-Arissen
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24833&did=2020D52138,een gedragen plan voor de continuïteit van jeugdbescherming en reclassering,"['Maarten Hijink', 'Attje Kuiken', 'Lisa Westerveld', 'Chris Jansen']","['Socialistische Partij', 'Partij van de Arbeid', 'GroenLinks', 'Partij voor de Vrijheid']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24829&did=2020D52132,een evaluatie van de sluitingen van jeugdzorginstellingen sinds de decentralisatie,"['Lisa Westerveld', 'Attje Kuiken', 'Maarten Hijink']","['GroenLinks', 'Partij van de Arbeid', 'Socialistische Partij']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24831&did=2020D52135,ondersteuning van gemeenten bij problemen met de zorgcontinuïteit,"['Marijke van Beukering-Huijbregts', 'Martin Wörsdörfer']","['Democraten 66', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24827&did=2020D52129,een personeelsplan voor de jeugdzorgmedewerkers van Intervence,"['Lisa Westerveld', 'Attje Kuiken', 'Maarten Hijink']","['GroenLinks', 'Partij van de Arbeid', 'Socialistische Partij']",,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24830&did=2020D52134,"overname door een andere, grotere aanbieder in overweging nemen",['René Peters'],['Christen-Democratisch Appèl'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24633&did=2020D51673,marktwerking in de forensische zorg,"['Michiel van Nispen', 'Madeleine van Toorenburg']","['Socialistische Partij', 'Christen-Democratisch Appèl']",0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24632&did=2020D51672,meer werk maken van de behandeling van verslavingen in detentie,"['Michiel van Nispen', 'Niels van den Berge']","['Socialistische Partij', 'GroenLinks']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24627&did=2020D51665,het vereenvoudigen van het proces van plaatsing,"['D. Yesilgöz-Zegerius', 'Jeroen van Wijngaarden']","['Volkspartij voor Vrijheid en Democratie', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24631&did=2020D51670,het meerpersoonscelgebruik verder terugdringen,"['Michiel van Nispen', 'Niels van den Berge']","['Socialistische Partij', 'GroenLinks']",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24630&did=2020D51669,in de PI Vught zittingsruimte inrichten,"['Madeleine van Toorenburg', 'Michiel van Nispen']","['Christen-Democratisch Appèl', 'Socialistische Partij']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24629&did=2020D51667,accuraatheid van prognoses,"['Niels van den Berge', 'Jeroen van Wijngaarden', 'Madeleine van Toorenburg']","['GroenLinks', 'Volkspartij voor Vrijheid en Democratie', 'Christen-Democratisch Appèl']",,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24649&did=2020D51698,een internationaal leidende positie voor de Nederlandse land- en tuinbouw in 2030,"['Jaco Geurts', 'Mark Harbers']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24647&did=2020D51696,een maatschappelijke kosten-batenanalyse van Natura 2000-gebieden,"['Jaco Geurts', 'Mark Harbers']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24658&did=2020D51707,versnelde vermindering van stikstofemissies,"['William Moorlag', 'Laura Bromet']","['Partij van de Arbeid', 'GroenLinks']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24645&did=2020D51694,concrete stikstofreductiedoelen stellen,"['Frank Wassenberg', 'Esther Ouwehand']","['Partij voor de Dieren', 'Partij voor de Dieren']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24654&did=2020D51703,bedrijfsfinanciering voor initiatiefnemers van meldingen en meldingsvrije activiteiten,"['Mark Harbers', 'Jaco Geurts', 'Gerrit Jan van Otterloo']","['Volkspartij voor Vrijheid en Democratie', 'Christen-Democratisch Appèl', '50PLUS']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24662&did=2020D51711,een duurzaam en langjarig toekomstperspectief voor de agrarische sector,['Roelof Bisschop'],['Staatkundig Gereformeerde Partij'],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24666&did=2020D51716,een pilot grondfonds stikstofaanpak,"['Carla Dik-Faber', 'Tjeerd de Groot', 'Roelof Bisschop', 'Gerrit Jan van Otterloo']","['ChristenUnie', 'Democraten 66', 'Staatkundig Gereformeerde Partij', '50PLUS']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24553&did=2020D51526,een andere besteding van de 400 miljoen euro dan een verhoging van de BIK-percentages,"['Bart Snels', 'Henk Nijboer']","['GroenLinks', 'Partij van de Arbeid']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24667&did=2020D51717,versneld afspraken maken met provincies,"['Carla Dik-Faber', 'Jaco Geurts']","['ChristenUnie', 'Christen-Democratisch Appèl']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24648&did=2020D51697,"het label ""stikstofgevoelig""","['Jaco Geurts', 'Mark Harbers']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24652&did=2020D51701,depositieruimte voor woningbouwbestemmingsplannen,['Frank Futselaar'],['Socialistische Partij'],1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24655&did=2020D51704,opkoop van gronden niet verplicht stellen in de landelijke beëindigingsregeling,"['Mark Harbers', 'Jaco Geurts']","['Volkspartij voor Vrijheid en Democratie', 'Christen-Democratisch Appèl']",1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24664&did=2020D51714,bedrijven opkopen van de grootste belasters van Natura 2000-gebieden,"['Tjeerd de Groot', 'Gerrit Jan van Otterloo']","['Democraten 66', '50PLUS']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24653&did=2020D51702,20 miljoen extra voor ontmoetingsruimten voor ouderen,"['Frank Futselaar', 'Gerrit Jan van Otterloo', 'Julius Terpstra', 'Tjeerd de Groot']","['Socialistische Partij', '50PLUS', 'Christen-Democratisch Appèl', 'Democraten 66']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24651&did=2020D51700,de norm voor ammoniakreductie onderzoeken,"['Jaco Geurts', 'Maurits von Martels']","['Christen-Democratisch Appèl', 'Christen-Democratisch Appèl']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24656&did=2020D51705,een emissiearm managementsysteem,"['Mark Harbers', 'Jaco Geurts', 'Tjeerd de Groot', 'Roelof Bisschop']","['Volkspartij voor Vrijheid en Democratie', 'Christen-Democratisch Appèl', 'Democraten 66', 'Staatkundig Gereformeerde Partij']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24659&did=2020D51708,versnelde vermindering van stikstofemissie,"['William Moorlag', 'Laura Bromet']","['Partij van de Arbeid', 'GroenLinks']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24650&did=2020D51699,de maatregel maatwerk piekbelasters,"['Jaco Geurts', 'Mark Harbers', 'Gerrit Jan van Otterloo']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie', '50PLUS']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24661&did=2020D51710,de opties van interimmers,"['Roelof Bisschop', 'Jaco Geurts', 'Mark Harbers', 'Tjeerd de Groot', 'Carla Dik-Faber']","['Staatkundig Gereformeerde Partij', 'Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie', 'Democraten 66', 'ChristenUnie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24663&did=2020D51712,de rood-voor-roodwerkwijze,"['Roelof Bisschop', 'Gerrit Jan van Otterloo']","['Staatkundig Gereformeerde Partij', '50PLUS']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24644&did=2020D51693,"het verminderen van het aantal dieren dat gefokt, gebruikt en gedood wordt","['Frank Wassenberg', 'Esther Ouwehand']","['Partij voor de Dieren', 'Partij voor de Dieren']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24665&did=2020D51715,intensivering van bronmaatregelen voor de kustprovincies,"['Gerrit Jan van Otterloo', 'Mark Harbers']","['50PLUS', 'Volkspartij voor Vrijheid en Democratie']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24646&did=2020D51695,stoppen met verplaatsen van stikstofuitstotende bedrijven,"['Frank Wassenberg', 'Esther Ouwehand']","['Partij voor de Dieren', 'Partij voor de Dieren']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24453&did=2020D51375,zo goed als renteloze leningen met coulante terugbetaaltermijnen,"['Klaas Dijkhoff', 'Pieter Heerma', 'Rob Jetten', 'Gert-Jan Segers']","['Volkspartij voor Vrijheid en Democratie', 'Christen-Democratisch Appèl', 'Democraten 66', 'ChristenUnie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24462&did=2020D51384,"sneltestlocaties op mbo-, hbo-, en wo-instellingen","['Jesse Klaver', 'Rob Jetten']","['GroenLinks', 'Democraten 66']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24348&did=2020D51127,voortzetten van deelname aan de Regeling Letterhoeke,"['Harry van der Molen', 'Aukje de Vries']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24349&did=2020D51128,in Europees verband ondersteunen van het Europees burgerinitiatief Minority Safepack,"['Harry van der Molen', 'Joost Sneller']","['Christen-Democratisch Appèl', 'Democraten 66']",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24351&did=2020D51130,borgen dat aan de zorgplicht voor de Friese taal en cultuur wordt voldaan,"['Stieneke van der Graaf', 'Carla Dik-Faber']","['ChristenUnie', 'ChristenUnie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24397&did=2020D51200,het blokkeren van accounts,"['Hilde Palland', 'Mustafa Amhaouch', 'Joba van den Berg']","['Christen-Democratisch Appèl', 'Christen-Democratisch Appèl', 'Christen-Democratisch Appèl']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24399&did=2020D51204,drempels tegen bedrijven uit derde landen die hun markt afschermen,"['Hilde Palland', 'Mustafa Amhaouch', 'Joba van den Berg']","['Christen-Democratisch Appèl', 'Christen-Democratisch Appèl', 'Christen-Democratisch Appèl']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24400&did=2020D51205,het opstellen van een gedragscode door het bedrijfsleven,"['William Moorlag', 'Gijs van Dijk', 'Henk Nijboer']","['Partij van de Arbeid', 'Partij van de Arbeid', 'Partij van de Arbeid']",0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24406&did=2020D51216,de verkoop van Sanquin Plasma Products B.V.,"['Henk van Gerven', 'Maarten Hijink']","['Socialistische Partij', 'Socialistische Partij']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24461&did=2020D51383,minimalisering van spillage,"['Jesse Klaver', 'Pieter Heerma', 'Klaas Dijkhoff']","['GroenLinks', 'Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24323&did=2020D51084,uit de schappen halen van cosmeticaproducten met asbest,['Cem Laçin'],['Socialistische Partij'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24460&did=2020D51382,het benutten van testlocaties voor vaccinaties niet ten koste laten gaan van de testcapaciteit,"['Jesse Klaver', 'Lodewijk Asscher', 'Lilian Marijnissen']","['GroenLinks', 'Partij van de Arbeid', 'Socialistische Partij']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24321&did=2020D51082,de plek van de president-directeur van Shell in de Bestuurlijke Commissie VTH laten vervullen door een vertegenwoordiger van milieu- en leefomgevingbelangen,['Eva van Esch'],['Partij voor de Dieren'],0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24346&did=2020D51125,een akkoord met de provincie Fryslân om de zichtbaarheid van het Fries en de communicatie in het Fries te versterken,"['Harry van der Molen', 'Aukje de Vries']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24407&did=2020D51218,een alternatief plan ontwikkelen om Sanquin Plasma Products B.V. te behouden,"['Henk van Gerven', 'Maarten Hijink']","['Socialistische Partij', 'Socialistische Partij']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24454&did=2020D51376,zelfstandig wonende 70-plussers met comorbiditeit,['Geert Wilders'],['Partij voor de Vrijheid'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24324&did=2020D51085,onderzoeken hoe de toepassing van met asbest verontreinigd talk kan worden tegengegaan,['Cem Laçin'],['Socialistische Partij'],0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24405&did=2020D51213,onderzoeken hoe de bloedvoorziening in de toekomst eruit moet zien,"['Joba van den Berg', 'René Peters', 'Hilde Palland']","['Christen-Democratisch Appèl', 'Christen-Democratisch Appèl', 'Christen-Democratisch Appèl']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24326&did=2020D51089,behouden van producties met zeer zorgwekkende stoffen zolang er geen alternatieven zijn,['Erik Ziengs'],['Volkspartij voor Vrijheid en Democratie'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24404&did=2020D51211,onderzoek hoe Europa zelfvoorzienend kan worden op het gebied van plasmageneesmiddelen,"['Joba van den Berg', 'Hayke Veldman', 'Henk van Gerven', 'René Peters', 'Hilde Palland']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie', 'Socialistische Partij', 'Christen-Democratisch Appèl', 'Christen-Democratisch Appèl']",,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24320&did=2020D51081,serieuze opvolging door gemeentes van meldingen van houtstookoverlast,['Eva van Esch'],['Partij voor de Dieren'],0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24325&did=2020D51087,in overleg met provincie en gemeente Venlo verminderen van het aantal ammoniaktreinen door woonkernen in Limburg,['Cem Laçin'],['Socialistische Partij'],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24350&did=2020D51129,het coronavaccinprogramma,['Nevin Özütok'],['GroenLinks'],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24459&did=2020D51381,het aanbod aan initiatieven bij jongeren onder de aandacht brengen,"['Pieter Heerma', 'Gert-Jan Segers']","['Christen-Democratisch Appèl', 'ChristenUnie']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24458&did=2020D51380,geen belangen in de ontwikkeling van een coronavaccin of coronatesten,['Geert Wilders'],['Partij voor de Vrijheid'],0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24456&did=2020D51378,de horeca voor 100% van de kosten compenseren,['Geert Wilders'],['Partij voor de Vrijheid'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24457&did=2020D51379,onderzoeken welke coronamaatregelen wel en niet overtuigend werken,"['Geert Wilders', 'Fleur Agema']","['Partij voor de Vrijheid', 'Partij voor de Vrijheid']",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24455&did=2020D51377,de horeca heropenen,['Geert Wilders'],['Partij voor de Vrijheid'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24333&did=2020D51103,geen exportkredietverzekeringen verstrekken voor het opbouwen van veehouderij in het buitenland,['Lammert van Raan'],['Partij voor de Dieren'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24334&did=2020D51104,afbouwen van exportsteun ten behoeve van olie en kolen,['Lammert van Raan'],['Partij voor de Dieren'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24336&did=2020D51106,de opbouw van een duurzame energie-infrastructuur in opkomende economieën,"['Evert Jan Slootweg', 'Joost Sneller']","['Christen-Democratisch Appèl', 'Democraten 66']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24478&did=2020D51400,de ondersteuningsverklaring digitaal indienen,['Henk Krol'],['Krol'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24331&did=2020D51100,groene taxonomie hanteren bij verstrekken van exportkredietverzekeringen,['Lammert van Raan'],['Partij voor de Dieren'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24476&did=2020D51398,het afkeuren van het kabinetsbeleid wat betreft de mondkapjesverplichting,"['Wybren van Haga', 'Thierry Baudet', 'Henk Krol', 'Geert Wilders']","['Forum voor Democratie', 'Forum voor Democratie', 'Krol', 'Partij voor de Vrijheid']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24332&did=2020D51101,afbouwen van exportsteun die ten goede komt aan de olie- en gasindustrie,['Lammert van Raan'],['Partij voor de Dieren'],,,,,,,,,,,,,,,
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24477&did=2020D51399,de lockdown opschorten voor horeca die zich kan houden aan de coronamaatregelen,"['Henk Krol', 'Geert Wilders', 'Wybren van Haga']","['Krol', 'Partij voor de Vrijheid', 'Forum voor Democratie']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24335&did=2020D51105,de administratieve last bij aanvraag van een exportkredietverzekering verminderen,"['Evert Jan Slootweg', 'Helma Lodders', 'Joost Sneller']","['Christen-Democratisch Appèl', 'Volkspartij voor Vrijheid en Democratie', 'Democraten 66']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24473&did=2020D51395,mensen zonder mondkapje om medische redenen,['Léonie Sazias'],['50PLUS'],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24468&did=2020D51390,onterecht ontvangen NOW-bedragen terugvorderen bij payrollbedrijven,"['Lodewijk Asscher', 'Lilian Marijnissen', 'Jesse Klaver']","['Partij van de Arbeid', 'Socialistische Partij', 'GroenLinks']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24471&did=2020D51393,zorgvrijwilligers betrekken bij coronavaccinatie,['Léonie Sazias'],['50PLUS'],1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24469&did=2020D51391,het reguleren van winkelopenstelling en deurbeleid op zon- en feestdagen,"['Chris Stoffer', 'Lilian Marijnissen']","['Staatkundig Gereformeerde Partij', 'Socialistische Partij']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24467&did=2020D51389,een uitgewerkt plan voor de crisisbanen,"['Lodewijk Asscher', 'Lilian Marijnissen', 'Jesse Klaver']","['Partij van de Arbeid', 'Socialistische Partij', 'GroenLinks']",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24475&did=2020D51397,geen algeheel vuurwerkverbod,"['Wybren van Haga', 'Thierry Baudet']","['Forum voor Democratie', 'Forum voor Democratie']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
https://www.tweedekamer.nl/kamerstukken/moties/detail?id=2020Z24470&did=2020D51392,verlenging van uitstel van belastingbetaling,['Chris Stoffer'],['Staatkundig Gereformeerde Partij'],0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
